Job name,Company name,Star,Lương,Skills,Job Expertise,Job Domain,Kinh nghiệm,Level,Work at,Work days,Company size,Address,Company industry,Company country,link
IT Communicator (IT COMTOR),Prime Commerce,,You'll love it,"Japanese IT Communication,Agile,QA QC,Business Analysis,Japanese",IT Communicator,"E-commerce,Media, Advertising and Entertainment,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,1-50 employees,"207/7 Nguyễn Văn Thủ, P. Đakao, District 1, Ho Chi Minh",,Vietnam,https://itviec.com/it-jobs/it-communicator-it-comtor-prime-commerce-1709
Deputy IT Business Partner Manager (Warehouse),Wilmar CLV (Cambodia Laos Vietnam),,You'll love it,"Project Management,Business Analysis,English,Team Management",Manager,Retail and Wholesale,,,At office,Monday - Friday,1000+ employees,"235 Nguyễn Văn Cừ, District 1, Ho Chi Minh",Retail and Wholesale,Vietnam,https://itviec.com/it-jobs/deputy-it-business-partner-manager-warehouse-wilmar-clv-cambodia-laos-vietnam-4028
AI Engineer,Agentec Vietnam,,You'll love it,"AI,Machine Learning,Python,MLOps,AWS,Java",AI / Machine Learning Engineer,Software Products and Web Services,,,At office,Monday - Friday,1-50 employees,"42/5-7 Đường Hồ Đắc Di, Phường Tây Thạnh, Tan Phu, Ho Chi Minh",Software Products and Web Services,Japan,https://itviec.com/it-jobs/ai-engineer-agentec-vietnam-4525
Remote VueJS / Nuxt Developer,Softly LLC,,"700 - 1,500 USD","VueJS,Nuxt.js,TypeScript",Frontend Developer,"Blockchain & Web3 Services,Software Products and Web Services",,,Remote,Monday - Friday,1-50 employees,"Remote, Ba Dinh, Ha Noi",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/remote-vuejs-nuxt-developer-softly-llc-1152
Junior/Middle Backend Developer (Nodejs),Thái San Group,,"500 - 1,000 USD","English,Agile,NestJS,NoSQL,NodeJS,Python",Backend Developer,Tourism and Hospitality Services,,,At office,Monday - Friday,1-50 employees,"82 Hồ Tùng Mậu, Cau Giay, Ha Noi",Tourism and Hospitality Services,Vietnam,https://itviec.com/it-jobs/junior-middle-backend-developer-nodejs-thai-san-group-5934
"Business Analyst (SQL, Agile, Scrum, Figma)",Công ty TNHH Công Nghệ Angle AI,,15-18 triệu,"Business Analysis,Market research,Scrum,Agile,Figma,SQL",Business Analyst,"IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,1-50 employees,"Lầu 6 B8, toà nhà Phú Mã Dương, số 79/1 đường Hoàng Văn Thái, Khu TTTM Tài Chính Quốc Tế Phú Mỹ Hưng, phường Tân Mỹ, Thành phố Hồ Chí Minh, District 7, Ho Chi Minh",AI Software & Services,Vietnam,https://itviec.com/it-jobs/business-analyst-sql-agile-scrum-figma-cong-ty-tnhh-cong-nghe-angle-ai-3729
Middle/Senior Vue.JS Developer,Keeneo Vietnam,,Open for your best rate,"VueJS,NestJS,NodeJS,TypeScript,English",Frontend Developer,E-commerce,,,Remote,Monday - Friday,1-50 employees,"WorkFlow Focus Space - 195/3 Hai Bà Trưng, Phường 6, Quận 3, TPHCM, District 3, Ho Chi Minh",Software Development Outsourcing,France,https://itviec.com/it-jobs/middle-senior-vue-js-developer-keeneo-vietnam-4326
Senior Cyber Security Operations (SecOps/SOC Analyst),Masterise Group,,"2,000 - 3,000 USD","Cybersecurity,SIEM,SOAR,EDR,Vulnerability Management,Python",DevSecOps Engineer,"Blockchain & Web3 Services,Cyber Security,Network and Infrastructure,Software Products and Web Services",,,At office,Monday - Saturday,501-1000 employees,"Tòa nhà Onemount, Times City, Minh Khai, Hai Bà Trưng, Hai Ba Trung, Ha Noi","Real Estate, Property and Construction",Vietnam,https://itviec.com/it-jobs/senior-cyber-security-operations-secops-soc-analyst-masterise-group-4541
Chuyên gia tư vấn cấp cao về Trí tuệ nhân tạo AI,Công ty Cổ phần Chứng khoán VPBank,,You'll love it,"AI,Machine Learning,Data Science,LLM,Strategy planning,Project Management",Vice President / Director,Financial Services,,,At office,Monday - Friday,501-1000 employees,"Tầng 25, Toà nhà Văn phòng Thương mại, số 89 Láng Hạ, Phường Láng Hạ, Dong Da, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/chuyen-gia-tu-van-cap-cao-ve-tri-tue-nhan-tao-ai-cong-ty-co-phan-chung-khoan-vpbank-3057
Senior Mobile Developer,Công ty cổ phần Eagle Platforms,,You'll love it,"React Native,Unit test,Jest,Redux,TypeScript,JavaScript",Mobile Application Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"17 Sông Thương, Phường 02, Tan Binh, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-mobile-developer-cong-ty-co-phan-eagle-platforms-0248
Middle/Senior Android Engineer,SMG Swiss Marketplace Group,4.7,"1,500 - 3,000 USD","Android,English,MVVM,Kotlin",Mobile Application Developer,"Real Estate, Property and Construction,Software Products and Web Services",,,Hybrid,Monday - Friday,51-150 employees,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh",Software Products and Web Services,Switzerland,https://itviec.com/it-jobs/middle-senior-android-engineer-smg-swiss-marketplace-group-4813
Senior Automation Tester (with Sign-on Bonus),Simpson Strong-Tie Vietnam,4.0,You'll love it,"Automation Test,CI/CD,Database,Postman,Selenium,English",Automation Tester,"Real Estate, Property and Construction",,,Hybrid,Monday - Friday,501-1000 employees,"Sabay Building, 427 Truong Chinh Street, 14 Ward, Tan Binh, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/senior-automation-tester-with-sign-on-bonus-simpson-strong-tie-vietnam-2326
Business Analyst (in ERP/ CRM/ Fintech/ SaaS),Vietnix,,Thương lượng,"Business Analysis,Figma,Wireframing,Scrum,Agile,Jira",Business Analyst,"IT Services and IT Consulting,Software Products and Web Services,Professional Services,Financial Services",,,At office,Monday - Saturday,51-150 employees,"265 Hong Lac, P. 10, Tan Binh, Ho Chi Minh",Network and Infrastructure,Vietnam,https://itviec.com/it-jobs/business-analyst-vietnix-0554
"QA Engineer (QA QC, Tester)",NAB Innovation Centre Vietnam,4.6,You'll love it,"Automation Test,Black box testing,TestNG,Selenium,Tester,QA QC",Automation Tester,"Banking,IT Services and IT Consulting,Software Development Outsourcing,Financial Services,AI Software & Services",,,Hybrid,Monday - Friday,1000+ employees,"The Capital Place, 29 Lieu Giai Street, Ngoc Ha Ward, Hanoi City, Vietnam, Ba Dinh, Ha Noi",Banking,Australia,https://itviec.com/it-jobs/qa-engineer-qa-qc-tester-nab-innovation-centre-vietnam-1942
OutSystems Engineer,FPT Software,3.7,You'll love it,"OutSystems,Database,English",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1000+ employees,"F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ, Thu Duc City, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/outsystems-engineer-fpt-software-2847
GPBank_Java Developer_Level Middle/Senior/Expert_Core,GPBank,,"2,000 - 3,000 USD","JavaScript,Docker,GitLab CI,Microservices,Entity Framework Core,AWS",Banking & Financial Systems Developer,Banking,,,At office,Monday - Friday,301-500 employees,"109 Trần Hưng Đạo, Hoan Kiem, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/gpbank_java-developer_level-middle-senior-expert_core-gpbank-3225
"VIC - Angular Developer (RxJS, TypeScript, HTML5, CSS3)",Viettel Group,3.6,You'll love it,"Angular,CSS 3,HTML5,TypeScript,RxJS",Frontend Developer,Telecommunication,,,At office,Monday - Friday,1000+ employees,"Tầng 5, Trụ sở chính của Tập đoàn Viettel, Lô D26, Khu đô thị mới Cầu Giấy, phường Yên Hòa, Cau Giay, Ha Noi",Telecommunication,Vietnam,https://itviec.com/it-jobs/vic-angular-developer-rxjs-typescript-html5-css3-viettel-group-1603
Mobile Developer (Flutter) - EdTech,CÔNG TY CỔ PHẦN CÔNG NGHỆ PARROT AI,,You'll love it,"Flutter,Android,iOS,AI,Mobile Apps,API",Mobile Application Developer,"Education and Training,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,1-50 employees,"182 Phố Vọng, Phương Liệt, Thanh Xuân, Hà Nội, Thanh Xuan, Ha Noi",Education and Training,Vietnam,https://itviec.com/it-jobs/mobile-developer-flutter-edtech-cong-ty-co-phan-cong-nghe-parrot-ai-1140
"[Junior, Senior] FullStack Developer (Java,Spring Boot)",MB Bank,4.9,You'll love it,"Java,MongoDB,PostgreSql,Spring,Oracle,SQL",Fullstack Developer,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/junior-senior-fullstack-developer-java-spring-boot-mb-bank-2605
"Backend Developer (Java,.Net Core,MySQL)",GON TECH,,Up to 35m ( net),"Java,Docker,Kafka,PostgreSql,MySQL,.Net Core",Backend Developer,"E-commerce,IT Services and IT Consulting,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,1-50 employees,"Số 669 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Binh Thanh, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/backend-developer-java-net-core-mysql-gon-tech-2432
"3 Senior/Leader Software Developers (PHP/Laravel,MySQL)",RiverCrane Vietnam,2.9,You'll love it,"PHP,Agile,Project Management,Team Management,Laravel,MySQL",Backend Developer,"E-commerce,IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"9F Havana Tower, 132 Ham Nghi Street, Ben Thanh Ward, District 1, Ho Chi Minh",Software Products and Web Services,Japan,https://itviec.com/it-jobs/3-senior-leader-software-developers-php-laravel-mysql-rivercrane-vietnam-0915
"Business Analyst (Jira, Trello, English)",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TRÍ TUỆ NHÂN TẠO AIDIA,,Thỏa thuận,"Business Analysis,English,Trello,Jira",Business Analyst,AI Software & Services,,,At office,Monday - Friday,1-50 employees,"Tầng 12, Tòa nhà CTM - Số 139 Cầu Giấy, Cau Giay, Ha Noi",AI Software & Services,Vietnam,https://itviec.com/it-jobs/business-analyst-cong-ty-co-phan-dau-tu-va-phat-trien-tri-tue-nhan-tao-aidia-2751
Senior / Leader Front-end Engineer,Vietnam Silicon,,Attractive,"ReactJS,VueJS,English",Frontend Developer,Software Development Outsourcing,,,At office,Monday - Friday,151-300 employees,"24F Deutsches Haus - 33 Le Duan Street, District 1, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-leader-front-end-engineer-vietnam-silicon-4503
"Embedded Linux Engineer (C++, Linux)",Datalogic Việt Nam,3.9,"1,000 - 2,500 USD","C++,Linux,Embedded",Embedded Engineer,"IT Hardware and Computing,IT Services and IT Consulting",,,At office,Monday - Friday,501-1000 employees,"Datalogic Vietnam LLC. F04, Lot I-4A, Saigon High Tech Park, Long Thanh My Ward, Thu Duc, Ho Chi Minh",Manufacturing and Engineering,Italy,https://itviec.com/it-jobs/embedded-linux-engineer-c-linux-datalogic-viet-nam-4030
Fullstack Dev,"Allgrowlabo Co.,Ltd.",4.4,"Up to 40,000,000 vnđ","PHP,MySQL,Git,HTML,Wordpress,Agile",Fullstack Developer,"E-commerce,IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"An Phu Plaza Building, 117-119 Ly Chinh Thang Street, Ward Vo Thi Sau, District 3, Ho Chi Minh",Software Development Outsourcing,Japan,https://itviec.com/it-jobs/fullstack-dev-allgrowlabo-co-ltd-5136
"Senior/Principal Ruby on Rails Dev (AWS, Backend)","ANDPAD VietNam Co., Ltd",4.9,You'll love it,"Ruby,Ruby on Rails,AWS",Backend Developer,"Real Estate, Property and Construction,Software Products and Web Services",,,Hybrid,Monday - Friday,51-150 employees,"3rd Floor, Dong Nhan Building, 90 Nguyen Dinh Chieu, Da Kao Ward, District 1, Ho Chi Minh",Software Products and Web Services,Japan,https://itviec.com/it-jobs/senior-principal-ruby-on-rails-dev-aws-backend-andpad-vietnam-co-ltd-4842
Backend Dev(C#/.Net/SQL/Azure/PostgreSql/NoSQL/SOLID),VINCENT HOLDINGS CO LTD,,You'll love it,".NET,DevOps,NoSQL,SOLID Principles,Azure,SQL",Backend Developer,"Education and Training,Banking,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,1-50 employees,"Lầu 7, Tòa nhà Toji, số 384/1C Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, District 3, Ho Chi Minh",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/backend-dev-c-net-sql-azure-postgresql-nosql-solid-vincent-holdings-co-ltd-4804
[Sign-on Bonus] .Net Backend Engineer -Up to $55K,Crossian,4.4,You'll love it,".NET,LINQ,C#,.Net Core,Microservices,ASP.NET",Backend Developer,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,151-300 employees,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",E-commerce,Vietnam,https://itviec.com/it-jobs/sign-on-bonus-net-backend-engineer-up-to-55k-crossian-5110
BrSE/ Scrum Master/ Project Leader (Japanese speaking),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),4.3,You'll love it,"Bridge Engineer,Web API,Business Analysis,Japanese,Mobile Apps,Project Management",Bridge System Engineer (BrSE),"IT Hardware and Computing,Manufacturing and Engineering,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,51-150 employees,"Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi",IT Hardware and Computing,Japan,https://itviec.com/it-jobs/brse-scrum-master-project-leader-japanese-speaking-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-1844
DevOps Engineer (AWS),MenuCoster,,You'll love it,"DevOps,Docker,TypeScript,AWS,Python",DevOps Engineer,"Food and Beverage,Software Products and Web Services",,,At office,Monday - Friday,1-50 employees,"Hoang Dao Thuy, Trung Hoa Ward, Cau Giay, Ha Noi",Food and Beverage,Australia,https://itviec.com/it-jobs/devops-engineer-aws-menucoster-5604
Cloud Engineer (AWS/Azure/DevSecOps/English) upto $3000,Votee AI,,"1,800 - 3,000 USD","DevSecOps,PostgreSql,Kubernetes,Linux,Azure,AWS",Cloud Engineer,"IT Hardware and Computing,IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,1-50 employees,"126 Nguyễn Thị Minh Khai, Phường 6, Quận 3, Hồ Chí Minh, District 3, Ho Chi Minh",Software Products and Web Services,Hong Kong,https://itviec.com/it-jobs/cloud-engineer-aws-azure-devsecops-english-upto-3000-votee-ai-0652
"Senior Software Engineer C#, .NET, Web/mobile",MiTek Viet Nam,,You'll love it,"C#,Angular,HTML,CSS,JavaScript,.NET",Fullstack Developer,"Blockchain & Web3 Services,Manufacturing and Engineering,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà A5, Lô số A5, khu E-Office, đường Sáng Tạo, KCX Tân Thuận, Phường Tân Thuận, District 7, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/senior-software-engineer-c-net-web-mobile-mitek-viet-nam-0824
Product Owner,Perifit,4.7,"2,000 - 2,500 USD","Product Owner,Mobile Apps,English,Data-driven,User story,Sprint planning",Product Owner,"Consumer Goods,IT Hardware and Computing,Healthcare,Emerging Tech R&D",,,Remote,Monday - Friday,1-50 employees,"94 Xuân Thủy, District 2, Ho Chi Minh",Healthcare,France,https://itviec.com/it-jobs/product-owner-perifit-5745
"Senior Golang Engineer (SQL, NoSQL)",PAVE,4.0,You'll love it,"Golang,English,Microservices,NoSQL,SQL,API",Backend Developer,Software Products and Web Services,,,Hybrid,Monday - Friday,151-300 employees,"34/4 Trần Khánh Dư, phường Tân Định, District 1, Ho Chi Minh",Software Products and Web Services,Canada,https://itviec.com/it-jobs/senior-golang-engineer-sql-nosql-pave-5950
AI Engineer Developer (LangChain / Pydantic),OLLI,4.0,You'll love it,"AI,Prompt Engineering,LLM,NLP,Python",AI / Machine Learning Engineer,"IT Services and IT Consulting,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"96 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, District 3, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/ai-engineer-developer-langchain-pydantic-olli-0318
"[Middle, Senior] FullStack Developer (Java,Spring Boot)",MB Bank,4.9,You'll love it,"Java,MongoDB,PostgreSql,Microservices,Spring,Oracle",Fullstack Developer,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/middle-senior-fullstack-developer-java-spring-boot-mb-bank-2934
"Leader/ Senior Java Developer (Oracle Database, PL/SQL)",SHINHAN DS,4.2,28-40m vnd gross,"Java,Database,PL/SQL,Oracle,API,Spring Boot",Fullstack Developer,"Banking,Financial Services",,,At office,Monday - Friday,51-150 employees,"Floor 3, The Mett Tower, 15 Tran Bach Dang Street, Thu Thiem Ward,, Thu Duc City, Ho Chi Minh",Banking,South Korea,https://itviec.com/it-jobs/leader-senior-java-developer-oracle-database-pl-sql-shinhan-ds-3252
Project Manager,Viettel Software Services (A Member of Viettel Group),3.4,"1,500 - 2,000 USD","Project Management,Java,Team Management",Product Manager,Software Products and Web Services,,,At office,Monday - Friday,1000+ employees,"36A Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/project-manager-viettel-software-services-a-member-of-viettel-group-5553
